약국명,우편번호,주소,전화번호,위도,경도
옥약국,37749,경상북도 포항시 북구 중흥로241번길 8 (죽도동),054-285-2880,36.0251427,129.3589003
홍제당약국,24735,강원도 고성군 간성읍 간성로 60 (간성읍),033-681-2061,38.3795177,128.4685012
건강약국,58643,전라남도 목포시 중화길 16 (상동),061-272-7453,34.8092781,126.4160133
이층약국,21583,인천광역시 남동구 선수촌공원로 36 더블루시티 2층 219호 (구월동),070-7617-3026,37.4421653,126.7105494
힘찬약국,1366,"서울특별시 도봉구 삼양로 580-4 1층 101호 (쌍문동, 노스브릭)",02-996-9114,37.6547761,127.013298
한빛약국,3612,"서울특별시 서대문구 세검정로1길 93 상가A동 1층 109호 (홍은동, 홍은동벽산아파트)",02-3216-5738,37.5946868,126.945476
임호 사거리 약국,0,경상남도 김해시 분성로 174 (외동),055-337-4114,35.2296629,128.8659225
건강한약국,47261,부산광역시 부산진구 가야대로703번가길 33 1층 (당감동),051-802-2774,35.1581297,129.0499132
금강약국,47039,부산광역시 사상구 낙동대로 780 101호 (엄궁동),051-715-2192,35.1302114,128.9717304
오늘약국,48515,부산광역시 남구 분포로 115 힐탑탑플레이스 A동 104호 (용호동),051-611-0509,35.132059,129.112892
온누리유진약국,7317,서울특별시 영등포구 영등포로 356 (신길동),02-833-3248,37.5145866,126.9177407
본리선약국,42653,대구광역시 달서구 와룡로 138 숭조빌딩 1층 101호 (감삼동),053-556-7900,35.8449141,128.5375176
365해피약국,14989,경기도 시흥시 산현마을길 56 청담빌딩 1동 1층 101호 (산현동),031-411-3655,37.3764645,126.8455128
송파웰약국,5645,서울특별시 송파구 오금로 239 1층 102호 (방이동),02-425-5777,37.5066223,127.1202843
솔약국,54391,전라북도 김제시 남북로 196 (요촌동),063-544-3346,35.8014731,126.8849683
하나로약국,59261,전라남도 강진군 칠량면 칠량로 69 (),061-434-8278,34.572536,126.7990358
고래약국,8390,서울특별시 구로구 디지털로26길 123 지플러스타워 지하1층 B105호 (구로동),02-856-0630,37.4830869,126.8977122
영생약국,44679,울산광역시 남구 중앙로 286-1 (신정동),052-272-1326,35.5462953,129.3099377
메디팜일산약국,10445,경기도 고양시 일산동구 백석로108번길 68-11 1층 일부호 (백석동),031-908-4555,37.6463874,126.7914831
백세약국,12711,경기도 광주시 퇴촌면 광동로 41 (명성빌딩),031-765-0568,37.4707326,127.3074235
수유오약국,1041,서울특별시 강북구 삼양로 424 (수유동),02-907-5384,37.6414233,127.017134
진약국,34626,대전광역시 동구 대전로 832-2 1층 (정동),042-223-7977,36.3338079,127.4317252
소화약국,6686,서울특별시 서초구 방배로 87 1층 1호 (방배동),02-558-3400,37.4821718,126.9969232
북일약국,39810,경상북도 칠곡군 북삼읍 금오대로 247 1층,054-973-3345,36.0677514,128.3456261
건강온누리약국,22175,인천광역시 미추홀구 아암대로 15 104호 (용현동),032-201-7500,37.4593649,126.6379145
비타약국,28808,충청북도 청주시 상당구 중고개로 137 222호 (용암동),043-287-1005,36.617198,127.5177625
아이미소약국,31156,충청남도 천안시 서북구 불당33길 1 103-2호 (불당동),041-558-3351,36.810453,127.1069713
도원온누리약국,14721,경기도 부천시 경인로 65 혜영빌딩 1층 일부호 (송내동),032-710-9095,37.4839741,126.7626471
지성약국,7048,서울특별시 동작구 양녕로 189 (상도동),02-822-2309,37.4982163,126.9434564
미소큰약국,57947,전라남도 순천시 조례1길 10-21 (조례동),061-725-7151,34.9596105,127.5223892
봄약국,5373,"서울특별시 강동구 천호대로 1116 1층 102-1호 (성내동, 라이저강동빌딩)",02-471-6001,37.5346716,127.1352138
포근약국,16683,경기도 수원시 영통구 권선로908번길 25 103호 (신동),031-203-7975,37.247451,127.045192
대곶중앙약국,10039,경기도 김포시 대곶면 율생로 35 1층 103호,070-8802-5757,37.6512351,126.5877116
종로중앙약국,3129,서울특별시 종로구 대학로 1 101호 (종로5가),02-744-7233,37.5713376,127.0017799
엘스약국,5501,서울특별시 송파구 올림픽로 119 잠실파인애플상가 1층 B14~15호 (잠실동),02-424-2111,37.5120894,127.0842018
친절한약국,6120,서울특별시 강남구 봉은사로 105 동양빌딩 2층 (논현동),02-511-1242,37.5049634,127.0250571
라임약국,52796,경상남도 진주시 도동천로 74 (상대동),055-755-1033,35.1786423,128.1088639
보배약국,21047,인천광역시 계양구 봉오대로 659 1층 일부호 (작전동),070-4090-3156,37.5309442,126.7221136
김약국,57153,전라남도 함평군 함평읍 서부길 94-6 (),061-322-8277,35.0623636,126.5206652
문막휴게소약국,26364,강원도 원주시 문막읍 원문로 1234 문막하행휴게소,070-7782-7745,37.3352227,127.8582053
실로암약국,34187,대전광역시 유성구 계룡로 105 1층 101호 (봉명동),042-826-9634,36.3537704,127.3424341
중앙당약국,5819,"서울특별시 송파구 오금로38길 5-25 (가락동, 현대상가 101호)",02-401-6407,37.5000194,127.1298507
서강온누리약국,4069,서울특별시 마포구 독막로 147-7 서강쌍용예가 103호 (창전동),02-322-8778,37.5481022,126.9300272
에이스약국,10347,경기도 고양시 일산서구 탄중로 514 에이스10차아파트  상가동 101호 (일산동),031-913-2999,37.6896493,126.7695768
현동미소약국,51777,경상남도 창원시 마산합포구 현동1길 4-10 102호 (현동),055-242-7032,35.1471759,128.5579595
연세한아름약국,10126,경기도 김포시 고촌읍 장차로 1 101호,031-985-3011,37.6025548,126.769639
수약국,6567,"서울특별시 서초구 동작대로 134 5층 (방배동, 가나안빌딩)",02-3478-2929,37.4886136,126.9827975
문정약국,5803,서울특별시 송파구 동남로4길 25 (문정동),02-402-1424,37.4879498,127.1249932
우리약국,1436,서울특별시 도봉구 도봉로 551-10 (쌍문동),02-994-4086,37.6546317,127.0374885
백화점약국,3196,서울특별시 종로구 종로 234-1 (종로5가),02-2264-1161,37.5707752,127.0037425
고려약국,2162,서울특별시 중랑구 상봉로 49 (면목동),02-433-6447,37.5902643,127.0933935
동성온누리약국,2856,서울특별시 성북구 안암로 105 (안암동5가),02-923-6788,37.5851166,127.0314412
상쾌한온누리약국,3398,서울특별시 은평구 역말로 101 토마스빌딩 101호 (역촌동),02-382-6602,37.6084684,126.9201196
황인재약국,1882,"서울특별시 노원구 초안산로1길 18 101호 (월계동, 주공아파트상가)",02-995-8028,37.6285801,127.0523375
메디팜보배약국,4793,서울특별시 성동구 아차산로7길 19 (성수동2가),02-461-5666,37.5468641,127.054704
천사약국,17902,경기도 평택시 평택5로 30 롯데마트 평택점 1층 (합정동),070-4221-3902,36.9884329,127.1117978
양지약국,5369,서울특별시 강동구 진황도로61길 56 (둔촌동),02-473-9779,37.5282025,127.1461169
3층메디칼약국,5648,"서울특별시 송파구 양재대로 1222 23-1호및 23호(일부호 (방이동, 올림픽프라자)",02-401-7657,37.515729,127.1310643
백제약국,3605,서울특별시 서대문구 홍은중앙로 98 (홍은동),02-391-9877,37.5991573,126.9481705
국송약국,6347,"서울특별시 강남구 광평로51길 49 108호 (수서동, 주공A1단지상가)",02-459-1445,37.4920952,127.1008768
건강샘온누리약국,7679,서울특별시 강서구  까치산로 73 1층 (화곡동),02-2062-0155,37.5452639,126.8469479
행복약국,7920,"서울특별시 양천구 남부순환로59길 3 1층 102호 (신월동, 우영아파트)",,37.5321455,126.8315541
서부약국,1620,"서울특별시 노원구 동일로 1551 삼전빌딩 1층 101,102,107,108호 (상계동)",02-935-3424,37.6668972,127.056869
성문약국,8598,"서울특별시 금천구 한내로 69-15 1317-107호 (독산동, 주공아파트)",02-893-9098,37.4577246,126.8873951
정암산약국,8630,서울특별시 금천구 시흥대로 192 (시흥동),02-803-8822,37.4511094,126.9023471
신림당약국,8774,서울특별시 관악구 관천로 17 (신림동),02-856-4755,37.4816671,126.928418
온누리사랑약국,2189,서울특별시 중랑구 용마산로 438 (면목동),02-494-2790,37.5902945,127.0975818
번동약국,1224,서울특별시 강북구 오현로32길 4-3 1층 (번동),02-985-3423,37.6284321,127.0398658
지영오행당약국,3074,서울특별시 종로구 성균관로 32-2 (명륜2가),02-766-9438,37.5855487,126.9970925
연서메디칼약국,3345,서울특별시 은평구 연서로 253-9 1층 (불광동),02-357-9725,37.6201724,126.9228457
상무참약국,61948,광주광역시 서구 운천로 223 (치평동),062-418-9428,35.152276,126.8544019
메디팜나은약국,4322,"서울특별시 용산구 한강대로 211 110호 (한강로1가, 대우월드마크용산)",02-373-8068,37.5370975,126.973093
희정약국,1318,"서울특별시 도봉구 마들로 859-19 109호 (도봉동, 한신아파트근린상가)",02-956-3300,37.6862598,127.0480152
진영약국,5041,서울특별시 광진구 아차산로57길 42 (구의동),454-8827,37.5403459,127.0886907
인덕약국,1905,"서울특별시 노원구 월계로 370 (월계동, 희성프라자 105호)",02-993-6250,37.6310464,127.0609491
연세약국,1751,"서울특별시 노원구 노해로 492 204호 (상계동, 프린스빌딩)",02-933-1898,37.6544635,127.0626968
무지개온누리약국,1904,서울특별시 노원구 화랑로 325 (월계동),02-909-0889,37.6149399,127.0640504
유아약국,8616,서울특별시 금천구 시흥대로104길 14 (독산동),02-804-0785,37.4646086,126.8985363
평화약국,3669,서울특별시 서대문구 증가로 226 (북가좌동),02-304-5181,37.5817556,126.9143723
부광약국,1489,서울특별시 도봉구 덕릉로 398 주공아파트17단지상가 120호 (창동),902-3654,37.6457771,127.0531489
수성약국,2043,"서울특별시 중랑구 신내로 115 113호 (신내동, 도시개발(아)10단지)",02-3421-3649,37.609432,127.094625
영일약국,5387,서울특별시 강동구 풍성로37길 39-21 (성내동),02-473-2872,37.5335767,127.1259499
아이비하늘약국,7333,서울특별시 영등포구 국제금융로 86 (여의도동),02-786-7087,37.5197969,126.9321087
신동아약국,1906,서울특별시 노원구 마들로3길 15 월계이마트 2층 (월계동),02-978-5345,37.6269007,127.061334
신대영약국,5116,서울특별시 광진구 구의강변로 22 (구의동),02-447-8725,37.5329155,127.0918788
온누리새전일약국,8852,서울특별시 관악구 법원단지길 37 (신림동),02-859-2951,37.4744905,126.9196898
한마음약국,3081,서울특별시 종로구 창경궁로 158 (원남동),02-3676-4411,37.5764239,126.9975942
고려약국,5355,서울특별시 강동구 천호대로 1125 (길동),02-477-5257,37.5348982,127.1368219
빛샘온누리약국,6607,서울특별시 서초구 서초대로 331 1층 (서초동),02-596-1307,37.4951577,127.0176552
우주약국,8012,"서울특별시 양천구 목동서로 280 (신정동, 목동아파트 8단지 상가)",02-2646-1001,37.5216388,126.8683043
537약국,6126,서울특별시 강남구 논현로 537 지하1층 (역삼동),,37.5042574,127.0349625
수성약국,16269,경기도 수원시 장안구 정조로922번길 1 1층 (영화동),031-252-0888,37.2902769,127.013474
본리사랑약국,42690,대구광역시 달서구 장기로 217 1층 (본리동),053-567-7488,35.8433246,128.5365395
효선약국,25751,강원도 동해시 하평로 10 효선약국 1층 (평릉동),033-532-4952,37.5308931,129.1061525
에스약국,6657,서울특별시 서초구 서초대로40길 77 102호 (서초동),02-3471-0620,37.4882546,127.0087728
새국민약국,2751,서울특별시 성북구 화랑로 91 (하월곡동),02-909-3463,37.6029883,127.0421269
명약국,12627,경기도 여주시 세종로 34 1층 (홍문동),031-885-1370,37.2757529,127.0296146
다사랑약국,5534,"서울특별시 송파구 토성로 11 1,2층 (풍납동)",02-477-2590,37.5312314,127.1120415
더조은약국,56308,전라북도 부안군 부안읍 번영로 145 (),063-584-0994,35.7264062,126.7364722
동산약국,34127,"대전광역시 유성구 죽동로297번길 72 103호 (죽동, KJ빌딩)",042-861-5811,36.3700384,127.3387784
센츄럴팜약국,4509,서울특별시 중구 한강대로 405 2층 (봉래동2가),02-393-5505,37.554989,126.9695548
온누리성모약국,14647,경기도 부천시 소사로327번길 36 (소사동),032-349-2139,37.486314,126.7924895
안정약국,17982,경기도 평택시 팽성읍 안정쇼핑로 37-1 1층 101호,031-691-1981,36.9612273,127.0462214
이편한약국,14256,"경기도 광명시 오리로 801 (하안동, e편한세상센트레빌아파트 가동상가 105호)",070-41121258,37.4686239,126.8674605
가은약국,8738,서울특별시 관악구 봉천로 486 (봉천동),02-878-9669,37.4816375,126.9537506
송파사거리약국,5687,서울특별시 송파구 송파대로 387 1층 (석촌동),02-420-4452,37.5019388,127.1095673
공원온누리약국,7312,서울특별시 영등포구 신길로 252 (영등포동),02-836-2086,37.5141257,126.9117698
동의당한약국,8314,서울특별시 구로구 도림로 31 2층 (구로동),02-852-4852,37.4872107,126.8879639
미소약국,14568,경기도 부천시 조종로 45-4 (원미동),032-611-2006,37.4929153,126.78997
장원옵티마약국,7395,서울특별시 영등포구 신길로 147 1층 (신길동),02-833-4824,37.5054208,126.9105102
위례바른약국,13010,경기도 하남시 위례학암로14번길 11 101호 (학암동),02-3401-8999,37.4875035,127.1572616
평촌약국,35425,대전광역시 서구 벌곡로 417 (평촌동),042-583-9520,36.2405844,127.3222577
서울센타약국,8308,서울특별시 구로구 가마산로 206 1층 (구로동),02-837-2633,37.493014,126.8840159
대성약국,8353,"서울특별시 구로구 개봉로3길 35 (개봉동, 성은빌딩)",02-2066-0120,37.4861749,126.8543242
중앙약국,46548,부산광역시 북구 만덕대로 41 (덕천동),051-331-0080,35.2114064,129.0094574
청솔약국,24352,강원도 춘천시 금강로 67-1 1층 (조양동),033-251-3981,37.879341,127.729191
온누리좋은약국,8306,서울특별시 구로구 가마산로 246 1층 (구로동),02-857-1621,37.4946401,126.8883501
방이메디칼약국,5629,서울특별시 송파구 가락로 277 (방이동),02-423-0563,37.5126353,127.1195397
서울온누리약국,6196,서울특별시 강남구 역삼로77길 23 (대치동),02-3453-9557,37.5039541,127.0559781
윤약국,3712,서울특별시 서대문구 수색로2길 16-1 (남가좌동),02-306-9212,37.5695911,126.9162603
새우리약국,50222,경상남도 합천군 삼가면 삼가중앙길 25-2 (),055-932-7570,35.4136309,128.1223421
보광약국,50920,경상남도 김해시 분성로 320 (서상동),055-334-7887,35.2332968,128.8809357
다원약국,13625,"경기도 성남시 분당구 미금로 39 3층 302호 (구미동, 로얄프라자)",031-719-9691,37.3368392,127.1160179
